Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
julisita,@julisita,,,,,38,https://twitter.com/julisita/status/1787117515820192211,https://twitter.com/julisita,"si, por eso le comenté que en Panamá hay dos cementerios judíos y están dentro del centro de la ciudad.",5 may.,2024-05-05T13:49:53.000Z
En Segundos Panamá,@ensegundos_pa,,1,,,117,https://twitter.com/ensegundos_pa/status/1788978194055405699,https://twitter.com/ensegundos_pa,"Judíos radicales le prendieran fuego ayer dos veces cuando había empleados de ese y otros organismos de la ONU en su interior

Para leer la nota completa ingresa al enlace

#noticias #ensegundos #gaza",10 may.,2024-05-10T17:03:33.000Z
julisita,@julisita,,,,1,50,https://twitter.com/julisita/status/1787109027563896996,https://twitter.com/julisita,En Panama hay dos cementerios judios dentro http://de.la urbe metropolitana. Muy prolijos.,5 may.,2024-05-05T13:16:09.000Z
julisita,@julisita,,,,,38,https://twitter.com/julisita/status/1787117515820192211,https://twitter.com/julisita,"si, por eso le comenté que en Panamá hay dos cementerios judíos y están dentro del centro de la ciudad.",5 may.,2024-05-05T13:49:53.000Z
En Segundos Panamá,@ensegundos_pa,,1,,,117,https://twitter.com/ensegundos_pa/status/1788978194055405699,https://twitter.com/ensegundos_pa,"Judíos radicales le prendieran fuego ayer dos veces cuando había empleados de ese y otros organismos de la ONU en su interior

Para leer la nota completa ingresa al enlace

#noticias #ensegundos #gaza",10 may.,2024-05-10T17:03:33.000Z
julisita,@julisita,,,,1,50,https://twitter.com/julisita/status/1787109027563896996,https://twitter.com/julisita,En Panama hay dos cementerios judios dentro http://de.la urbe metropolitana. Muy prolijos.,5 may.,2024-05-05T13:16:09.000Z
french_latino chef,@french_latino,,,,2,21,https://twitter.com/french_latino/status/1788271535532261527,https://twitter.com/french_latino,Si veo europa que soy europeo no tenemos problema con los judios pero si con otro los atentados de charlie hebdo el bataclan el 14 de julio en Niza no son judio  como te dije el fanatismo es lo que es peligroso que puede ser de cualquier religión o tendencia política,8 may.,2024-05-08T18:15:33.000Z
Edith Maria Vega,@EM1362,,,1,,42,https://twitter.com/EM1362/status/1788325932203163945,https://twitter.com/EM1362,Que va lis malos son los judíos para ellos eso es amor,8 may.,2024-05-08T21:51:42.000Z
Gilma Gloria Camargo,@GilmaGCamargo,,,7,,130,https://twitter.com/GilmaGCamargo/status/1787925788525797811,https://twitter.com/GilmaGCamargo,Le dice a los sionistas. Biden manda a golpear y a arrestar a los judíos que están en contra del genocidio.,7 may.,2024-05-07T19:21:40.000Z
C.U.C.O. Panamá,@CUCOPanama,,,,1,28,https://twitter.com/CUCOPanama/status/1788692364556423346,https://twitter.com/CUCOPanama,Ah y tu crees q solo son  judios  y son todo el pueblo de Israel? Eso es ANTISEMITISMO!!!!,9 may.,2024-05-09T22:07:46.000Z
julisita,@julisita,,,3,,29,https://twitter.com/julisita/status/1788901661047406826,https://twitter.com/julisita,"Cusndo a Mario Bergoglio lo proclamaron Papa, recibio felicitaciones de muchos rabinos de su pais, hasta los mismos judios argentinos decian sentir orgullo que el papa hubiera nacido en su pais.",10 may.,2024-05-10T11:59:26.000Z
